Date,ticker,indexed_value,sector
2025-09-25,XLB,97.27345544351887,Materials
2025-09-25,XLC,102.45867713032139,Communication Services
2025-09-25,XLE,103.16220186201221,Energy
2025-09-25,XLF,100.91426438557602,Financials
2025-09-25,XLI,100.32025921350242,Industrials
2025-09-25,XLK,103.03804391089272,Technology
2025-09-25,XLP,97.95303408350136,Consumer Staples
2025-09-25,XLRE,99.8244658085414,Real Estate
2025-09-25,XLU,101.62488803710335,Utilities
2025-09-25,XLV,98.11652442207742,Healthcare
2025-09-25,XLY,101.61748364403222,Consumer Discretionary
2025-09-26,XLB,98.40325684254572,Materials
2025-09-26,XLC,103.45673730213242,Communication Services
2025-09-26,XLE,104.11288680754798,Energy
2025-09-26,XLF,101.65031203596224,Financials
2025-09-26,XLI,101.22247651127805,Industrials
2025-09-26,XLK,103.34938629200956,Technology
2025-09-26,XLP,98.19235404170105,Consumer Staples
2025-09-26,XLRE,100.81139784419125,Real Estate
2025-09-26,XLU,103.27857944164282,Utilities
2025-09-26,XLV,99.1186653827083,Healthcare
2025-09-26,XLY,103.11882664404253,Consumer Discretionary
2025-09-29,XLB,98.779857308888,Materials
2025-09-29,XLC,103.78942851937683,Communication Services
2025-09-29,XLE,102.2001810559407,Energy
2025-09-29,XLF,102.15988684957105,Financials
2025-09-29,XLI,101.534291190615,Industrials
2025-09-29,XLK,103.90164228932777,Technology
2025-09-29,XLP,98.38128723711243,Consumer Staples
2025-09-29,XLRE,101.00396695960075,Real Estate
2025-09-29,XLU,103.5760103536429,Utilities
2025-09-29,XLV,99.41126408926873,Healthcare
2025-09-29,XLY,103.57050598175823,Consumer Discretionary
2025-09-30,XLB,99.26721556559309,Materials
2025-09-30,XLC,103.63184149013529,Communication Services
2025-09-30,XLE,101.1136600121163,Energy
2025-09-30,XLF,101.66918598690032,Financials
2025-09-30,XLI,102.31710052886065,Industrials
2025-09-30,XLK,104.46870626946601,Technology
2025-09-30,XLP,98.7087570565499,Consumer Staples
2025-09-30,XLRE,101.41319164902211,Real Estate
2025-09-30,XLU,103.75446519384583,Utilities
2025-09-30,XLV,101.80328847392626,Healthcare
2025-09-30,XLY,103.0887085250191,Consumer Discretionary
2025-10-01,XLB,98.22603410120433,Materials
2025-10-01,XLC,102.17852390943891,Communication Services
2025-10-01,XLE,101.1136600121163,Energy
2025-10-01,XLF,100.76328006531116,Financials
2025-10-01,XLI,102.031844777413,Industrials
2025-10-01,XLK,105.491694867887,Technology
2025-10-01,XLP,98.55761638537899,Consumer Staples
2025-10-01,XLRE,101.41319164902211,Real Estate
2025-10-01,XLU,104.75383454096487,Utilities
2025-10-01,XLV,104.94875283221123,Healthcare
2025-10-01,XLY,103.73397981524737,Consumer Discretionary
2025-10-02,XLB,99.36690871007725,Materials
2025-10-02,XLC,101.95089520499624,Communication Services
2025-10-02,XLE,100.09506584598805,Energy
2025-10-02,XLF,100.68778426155886,Financials
2025-10-02,XLI,102.29720941331726,Industrials
2025-10-02,XLK,106.0624721995453,Technology
2025-10-02,XLP,98.16716556460541,Consumer Staples
2025-10-02,XLRE,100.883619511257,Real Estate
2025-10-02,XLU,104.56347097259093,Utilities
2025-10-02,XLV,104.74392695455641,Healthcare
2025-10-02,XLY,102.98546432617428,Consumer Discretionary
2025-10-03,XLB,99.53305824157256,Materials
2025-10-03,XLC,101.89837068855645,Communication Services
2025-10-03,XLE,100.62699492164042,Energy
2025-10-03,XLF,101.38609129730867,Financials
2025-10-03,XLI,102.43651869943555,Industrials
2025-10-03,XLK,105.52876024819724,Technology
2025-10-03,XLP,98.28051371153583,Consumer Staples
2025-10-03,XLRE,101.29282534630765,Real Estate
2025-10-03,XLU,105.77698427445495,Utilities
2025-10-03,XLV,105.93628759823288,Healthcare
2025-10-03,XLY,102.32298456890479,Consumer Discretionary
2025-10-06,XLB,99.44445543486927,Materials
2025-10-06,XLC,102.00343320135816,Communication Services
2025-10-06,XLE,101.12497821554838,Energy
2025-10-06,XLF,101.34834339543252,Financials
2025-10-06,XLI,102.91417095964523,Industrials
2025-10-06,XLK,106.59619550670838,Technology
2025-10-06,XLP,97.56259307132478,Consumer Staples
2025-10-06,XLRE,100.28182570642615,Real Estate
2025-10-06,XLU,106.80011547295953,Utilities
2025-10-06,XLV,105.42423420920004,Healthcare
2025-10-06,XLY,103.20055695738455,Consumer Discretionary
2025-10-07,XLB,99.04569142090007,Materials
2025-10-07,XLC,101.60946225827384,Communication Services
2025-10-07,XLE,101.28343306359753,Energy
2025-10-07,XLF,101.48045376475929,Financials
2025-10-07,XLI,102.33038509832777,Industrials
2025-10-07,XLK,105.88456064521925,Technology
2025-10-07,XLP,98.46945671554421,Consumer Staples
2025-10-07,XLRE,99.96889028830218,Real Estate
2025-10-07,XLU,107.28790995333355,Utilities
2025-10-07,XLV,105.50469263569686,Healthcare
2025-10-07,XLY,101.39378677930135,Consumer Discretionary
2025-10-08,XLB,99.57735964492421,Materials
2025-10-08,XLC,101.18922568698908,Communication Services
2025-10-08,XLE,100.69491297078473,Energy
2025-10-08,XLF,100.98975290208858,Financials
2025-10-08,XLI,103.21933824872616,Industrials
2025-10-08,XLK,107.74148623317508,Technology
2025-10-08,XLP,97.97822256059702,Consumer Staples
2025-10-08,XLRE,99.46340460913947,Real Estate
2025-10-08,XLU,108.02552823550182,Utilities
2025-10-08,XLV,105.70950720824747,Healthcare
2025-10-08,XLY,101.69492174571776,Consumer Discretionary
2025-10-09,XLB,98.21496089135829,Materials
2025-10-09,XLC,100.61139534650174,Communication Services
2025-10-09,XLE,99.3254368411583,Energy
2025-10-09,XLF,100.63116240874463,Financials
2025-10-09,XLI,101.6935018033216,Industrials
2025-10-09,XLK,107.55986132732897,Technology
2025-10-09,XLP,98.29311775868067,Consumer Staples
2025-10-09,XLRE,99.00603528406937,Real Estate
2025-10-09,XLU,107.75189624485829,Utilities
2025-10-09,XLV,105.47544633116584,Healthcare
2025-10-09,XLY,101.18730498501425,Consumer Discretionary
2025-10-10,XLB,96.19904578562453,Materials
2025-10-10,XLC,98.75536509324297,Communication Services
2025-10-10,XLE,96.45070145492768,Energy
2025-10-10,XLF,98.44189340852404,Financials
2025-10-10,XLI,99.44455999943635,Industrials
2025-10-10,XLK,103.18260343642862,Technology
2025-10-10,XLP,98.36867338137061,Consumer Staples
2025-10-10,XLRE,97.92282340430747,Real Estate
2025-10-10,XLU,107.31169033970458,Utilities
2025-10-10,XLV,103.95391496888496,Healthcare
2025-10-10,XLY,98.40403024147058,Consumer Discretionary
2025-10-13,XLB,97.72759407068578,Materials
2025-10-13,XLC,99.66586643109154,Communication Services
2025-10-13,XLE,97.7635777388419,Energy
2025-10-13,XLF,99.3855399447496,Financials
2025-10-13,XLI,100.47948003725398,Industrials
2025-10-13,XLK,105.69554310377818,Technology
2025-10-13,XLP,98.04119375333616,Consumer Staples
2025-10-13,XLRE,98.47646314630425,Real Estate
2025-10-13,XLU,108.13260484662068,Utilities
2025-10-13,XLV,103.83686192013577,Healthcare
2025-10-13,XLY,100.60226332943027,Consumer Discretionary
2025-10-14,XLB,98.70231914806338,Materials
2025-10-14,XLC,100.32248691621912,Communication Services
2025-10-14,XLE,97.75225953540982,Energy
2025-10-14,XLF,100.48017808847978,Financials
2025-10-14,XLI,101.66033632935603,Industrials
2025-10-14,XLK,104.33900015001032,Technology
2025-10-14,XLP,99.61560108357533,Consumer Staples
2025-10-14,XLRE,99.41525997349075,Real Estate
2025-10-14,XLU,109.09625727671946,Utilities
2025-10-14,XLV,104.12214622428739,Healthcare
2025-10-14,XLY,100.81304393877642,Consumer Discretionary
2025-10-15,XLB,98.25926229470993,Materials
2025-10-15,XLC,101.0316319177865,Communication Services
2025-10-15,XLE,97.6956685182494,Energy
2025-10-15,XLF,100.48017808847978,Financials
2025-10-15,XLI,101.23576108074516,Industrials
2025-10-15,XLK,105.37307202391627,Technology
2025-10-15,XLP,99.79194984903589,Consumer Staples
2025-10-15,XLRE,100.85954247983997,Real Estate
2025-10-15,XLU,110.52391453332847,Utilities
2025-10-15,XLV,104.28308568748939,Healthcare
2025-10-15,XLY,100.95930930522432,Consumer Discretionary
2025-10-16,XLB,97.52822490965228,Materials
2025-10-16,XLC,99.95478160133521,Communication Services
2025-10-16,XLE,96.51861950407199,Energy
2025-10-16,XLF,97.68696451996,Financials
2025-10-16,XLI,100.57234949098452,Industrials
2025-10-16,XLK,105.4509274918718,Technology
2025-10-16,XLP,99.09920787732348,Consumer Staples
2025-10-16,XLRE,100.54661648890138,Real Estate
2025-10-16,XLU,109.3223006921427,Utilities
2025-10-16,XLV,104.10752872457398,Healthcare
2025-10-16,XLY,99.98279153295877,Consumer Discretionary
2025-10-17,XLB,97.33991183053004,Materials
2025-10-17,XLC,100.62891250526307,Communication Services
2025-10-17,XLE,97.31086725866227,Energy
2025-10-17,XLF,98.47963402316046,Financials
2025-10-17,XLI,100.65859197654892,Industrials
2025-10-17,XLK,105.6362316817928,Technology
2025-10-17,XLP,100.42171081941216,Consumer Staples
2025-10-17,XLRE,101.19654550219559,Real Estate
2025-10-17,XLU,108.9415920903803,Utilities
2025-10-17,XLV,104.80245347893103,Healthcare
2025-10-17,XLY,100.8431554543973,Consumer Discretionary
2025-10-20,XLB,98.50294998702988,Materials
2025-10-20,XLC,101.76704928751535,Communication Services
2025-10-20,XLE,98.34078845677445,Energy
2025-10-20,XLF,99.63089401970484,Financials
2025-10-20,XLI,101.84609565890699,Industrials
2025-10-20,XLK,106.81487443704967,Technology
2025-10-20,XLP,100.33355114957739,Consumer Staples
2025-10-20,XLRE,102.25568035054047,Real Estate
2025-10-20,XLU,108.90590297583826,Utilities
2025-10-20,XLV,105.91433308590229,Healthcare
2025-10-20,XLY,101.64329634459408,Consumer Discretionary
2025-10-21,XLB,98.1263409567202,Materials
2025-10-21,XLC,102.1259993929991,Communication Services
2025-10-21,XLE,98.11443321668462,Energy
2025-10-21,XLF,99.51765760131613,Financials
2025-10-21,XLI,102.7483333787725,Industrials
2025-10-21,XLK,106.87046115169996,Technology
2025-10-21,XLP,99.86751528032283,Consumer Staples
2025-10-21,XLRE,101.94275435960188,Real Estate
2025-10-21,XLU,107.79948482007858,Utilities
2025-10-21,XLV,106.16305668311408,Healthcare
2025-10-21,XLY,102.88652554579103,Consumer Discretionary
2025-10-22,XLB,97.82727865120255,Materials
2025-10-22,XLC,101.24175694338993,Communication Services
2025-10-22,XLE,99.37071848343844,Energy
2025-10-22,XLF,98.95146093489309,Financials
2025-10-22,XLI,101.41488323108503,Industrials
2025-10-22,XLK,105.81414323611884,Technology
2025-10-22,XLP,100.43429524936298,Consumer Staples
2025-10-22,XLRE,102.4001142574866,Real Estate
2025-10-22,XLU,107.54963321580608,Utilities
2025-10-22,XLV,106.77019730346133,Healthcare
2025-10-22,XLY,102.08208584053521,Consumer Discretionary
2025-10-23,XLB,99.00139001754843,Materials
2025-10-23,XLC,100.90030377678436,Communication Services
2025-10-23,XLE,100.69491297078473,Energy
2025-10-23,XLF,99.15906710797219,Financials
2025-10-23,XLI,102.68198200875148,Industrials
2025-10-23,XLK,107.14845150402661,Technology
2025-10-23,XLP,99.9430807116098,Consumer Staples
2025-10-23,XLRE,102.30383441337455,Real Estate
2025-10-23,XLU,107.46636479353648,Utilities
2025-10-23,XLV,106.82871252273173,Healthcare
2025-10-23,XLY,102.54236941177155,Consumer Discretionary
2025-10-24,XLB,98.59156135770057,Materials
2025-10-24,XLC,101.16296005878864,Communication Services
2025-10-24,XLE,99.67630114755282,Energy
2025-10-24,XLF,100.23483130076427,Financials
2025-10-24,XLI,102.76822449431586,Industrials
2025-10-24,XLK,108.81262348739125,Technology
2025-10-24,XLP,99.61560108357533,Consumer Staples
2025-10-24,XLRE,102.66491446714721,Real Estate
2025-10-24,XLU,108.72744813563531,Utilities
2025-10-24,XLV,106.82139812032294,Healthcare
2025-10-24,XLY,102.2369488371012,Consumer Discretionary
2025-10-27,XLB,98.54725139038152,Materials
2025-10-27,XLC,102.5725015924843,Communication Services
2025-10-27,XLE,99.9139657625229,Energy
2025-10-27,XLF,100.65004364692246,Financials
2025-10-27,XLI,103.35201035563333,Industrials
2025-10-27,XLK,110.82150123647791,Technology
2025-10-27,XLP,99.77935561048807,Consumer Staples
2025-10-27,XLRE,102.88155118678837,Real Estate
2025-10-27,XLU,109.02486978014264,Utilities
2025-10-27,XLV,107.07011041243055,Healthcare
2025-10-27,XLY,103.70817371808808,Consumer Discretionary
2025-10-28,XLB,98.68016416440385,Materials
2025-10-28,XLC,102.0647129271981,Communication Services
2025-10-28,XLE,98.87272636097865,Energy
2025-10-28,XLF,100.00835846398685,Financials
2025-10-28,XLI,102.61564084977542,Industrials
2025-10-28,XLK,111.91858652807424,Technology
2025-10-28,XLP,98.78433229643385,Consumer Staples
2025-10-28,XLRE,100.59476112455008,Real Estate
2025-10-28,XLU,107.22842191743499,Utilities
2025-10-28,XLV,106.39711756019572,Healthcare
2025-10-28,XLY,103.73397981524737,Consumer Discretionary
2025-10-29,XLB,96.74179578346214,Materials
2025-10-29,XLC,101.810818594555,Communication Services
2025-10-29,XLE,99.60839192696032,Energy
2025-10-29,XLF,98.30978303919726,Financials
2025-10-29,XLI,102.88099527463473,Industrials
2025-10-29,XLK,112.72288484033895,Technology
2025-10-29,XLP,96.45421180174314,Consumer Staples
2025-10-29,XLRE,97.85061116442708,Real Estate
2025-10-29,XLU,107.19273280289295,Utilities
2025-10-29,XLV,105.32182127037264,Healthcare
2025-10-29,XLY,102.87791470886786,Consumer Discretionary
2025-10-30,XLB,95.44583628897259,Materials
2025-10-30,XLC,100.08610974233736,Communication Services
2025-10-30,XLE,99.0198541770439,Energy
2025-10-30,XLF,98.57400377785083,Financials
2025-10-30,XLI,102.62226781794158,Industrials
2025-10-30,XLK,111.33669185348592,Technology
2025-10-30,XLP,96.35344808476354,Consumer Staples
2025-10-30,XLRE,98.40425090642387,Real Estate
2025-10-30,XLU,106.74063670455371,Utilities
2025-10-30,XLV,105.55590475766266,Healthcare
2025-10-30,XLY,100.55493674336562,Consumer Discretionary
2025-10-31,XLB,94.89202164525632,Materials
2025-10-31,XLC,100.51509478306122,Communication Services
2025-10-31,XLE,99.74419271104168,Energy
2025-10-31,XLF,98.8382245165044,Financials
2025-10-31,XLI,102.86774133830244,Industrials
2025-10-31,XLK,111.4441632870815,Technology
2025-10-31,XLP,96.07635521951738,Consumer Staples
2025-10-31,XLRE,98.45240496925794,Real Estate
2025-10-31,XLU,106.00300915489271,Utilities
2025-10-31,XLV,105.51932144051446,Healthcare
2025-10-31,XLY,103.21346000596418,Consumer Discretionary
2025-11-03,XLB,94.30496168009968,Materials
2025-11-03,XLC,99.44699293604903,Communication Services
2025-11-03,XLE,99.75551974302557,Energy
2025-11-03,XLF,98.42301945758597,Financials
2025-11-03,XLI,102.42988152022446,Industrials
2025-11-03,XLK,111.90006519373419,Technology
2025-11-03,XLP,95.32065186366285,Consumer Staples
2025-11-03,XLRE,98.28389403089477,Real Estate
2025-11-03,XLU,106.062506458284,Utilities
2025-11-03,XLV,105.66562079379467,Healthcare
2025-11-03,XLY,104.18136694130658,Consumer Discretionary
2025-11-04,XLB,93.8397584070541,Materials
2025-11-04,XLC,98.76411356268207,Communication Services
2025-11-04,XLE,98.68032573118508,Energy
2025-11-04,XLF,98.93259427119477,Financials
2025-11-04,XLI,101.24239825995625,Industrials
2025-11-04,XLK,108.946054314182,Technology
2025-11-04,XLP,95.71108306724244,Consumer Staples
2025-11-04,XLRE,98.54867538618464,Real Estate
2025-11-04,XLU,105.68180712401434,Utilities
2025-11-04,XLV,106.14111347588768,Healthcare
2025-11-04,XLY,102.45204146831146,Consumer Discretionary
2025-11-05,XLB,94.39358161473777,Materials
2025-11-05,XLC,99.29816111620765,Communication Services
2025-11-05,XLE,98.94063558157113,Energy
2025-11-05,XLF,99.2723035263609,Financials
2025-11-05,XLI,101.63379782355662,Industrials
2025-11-05,XLK,109.37229483193451,Technology
2025-11-05,XLP,95.64812168310031,Consumer Staples
2025-11-05,XLRE,98.52460778195298,Real Estate
2025-11-05,XLU,105.70559677787811,Utilities
2025-11-05,XLV,106.5507539260931,Healthcare
2025-11-05,XLY,103.69956948456745,Consumer Discretionary
2025-11-06,XLB,93.9283612137574,Materials
2025-11-06,XLC,98.40517019715936,Communication Services
2025-11-06,XLE,99.90264755909082,Energy
2025-11-06,XLF,98.91372032025669,Financials
2025-11-06,XLI,101.22912390153407,Industrials
2025-11-06,XLK,107.17439954140677,Technology
2025-11-06,XLP,95.21986852948925,Consumer Staples
2025-11-06,XLRE,98.0431708526512,Real Estate
2025-11-06,XLU,105.24160121886064,Utilities
2025-11-06,XLV,106.75555719353953,Healthcare
2025-11-06,XLY,101.30345883584127,Consumer Discretionary
2025-11-07,XLB,95.05817117675164,Materials
2025-11-07,XLC,98.15126912455521,Communication Services
2025-11-07,XLE,101.34002408075796,Energy
2025-11-07,XLF,99.61202006876677,Financials
2025-11-07,XLI,101.72005052016596,Industrials
2025-11-07,XLK,106.80374573830456,Technology
2025-11-07,XLP,96.61794671146188,Consumer Staples
2025-11-07,XLRE,99.343038306425,Real Estate
2025-11-07,XLU,106.70494759001168,Utilities
2025-11-07,XLV,106.90186785192392,Healthcare
2025-11-07,XLY,101.46262064746625,Consumer Discretionary
2025-11-10,XLB,95.955366657272,Materials
2025-11-10,XLC,99.17558818460564,Communication Services
2025-11-10,XLE,102.25676324454929,Energy
2025-11-10,XLF,99.9706105621107,Financials
2025-11-10,XLI,102.29720941331726,Industrials
2025-11-10,XLK,109.53537569181044,Technology
2025-11-10,XLP,96.26527860633176,Consumer Staples
2025-11-10,XLRE,99.27083549372998,Real Estate
2025-11-10,XLU,106.66926774296239,Utilities
2025-11-10,XLV,107.7357662520482,Healthcare
2025-11-10,XLY,102.79619099892841,Consumer Discretionary
2025-11-11,XLB,96.95223815434171,Materials
2025-11-11,XLC,99.9810404895746,Communication Services
2025-11-11,XLE,103.59227593532768,Energy
2025-11-11,XLF,100.42356352290528,Financials
2025-11-11,XLI,102.32373770807175,Industrials
2025-11-11,XLK,108.60135990427501,Technology
2025-11-11,XLP,97.5248103556813,Consumer Staples
2025-11-11,XLRE,100.37812440490892,Real Estate
2025-11-11,XLU,106.72874651136821,Utilities
2025-11-11,XLV,110.22287786802013,Healthcare
2025-11-11,XLY,103.04999277587761,Consumer Discretionary
2025-11-12,XLB,97.63898270001509,Materials
2025-11-12,XLC,99.40322362900936,Communication Services
2025-11-12,XLE,102.1435900387803,Energy
2025-11-12,XLF,101.29172154261829,Financials
2025-11-12,XLI,102.42324434101337,Industrials
2025-11-12,XLK,108.93865032277202,Technology
2025-11-12,XLP,97.38625411446122,Consumer Staples
2025-11-12,XLRE,99.58375205748321,Real Estate
2025-11-12,XLU,106.97857031316249,Utilities
2025-11-12,XLV,111.7883182549622,Healthcare
2025-11-12,XLY,102.35740150298724,Consumer Discretionary
2025-11-13,XLB,96.99654812166075,Materials
2025-11-13,XLC,97.99367535535265,Communication Services
2025-11-13,XLE,102.40389988916635,Energy
2025-11-13,XLF,99.9894845130488,Financials
2025-11-13,XLI,100.83771412688878,Industrials
2025-11-13,XLK,106.22185106371622,Technology
2025-11-13,XLP,97.38625411446122,Consumer Staples
2025-11-13,XLRE,98.28389403089477,Real Estate
2025-11-13,XLU,105.50334301631867,Utilities
2025-11-13,XLV,111.7297917305876,Healthcare
2025-11-13,XLY,99.80212243923351,Consumer Discretionary
2025-11-14,XLB,96.11042585098646,Materials
2025-11-14,XLC,97.46838301122722,Communication Services
2025-11-14,XLE,104.14685024639606,Energy
2025-11-14,XLF,98.98921612400899,Financials
2025-11-14,XLI,100.84435130609985,Industrials
2025-11-14,XLK,106.80005509841459,Technology
2025-11-14,XLP,97.31068868317428,Consumer Staples
2025-11-14,XLRE,98.57275241760168,Real Estate
2025-11-14,XLU,105.59852016675926,Utilities
2025-11-14,XLV,111.06412458586577,Healthcare
2025-11-14,XLY,99.32461719415086,Consumer Discretionary
2025-11-17,XLB,94.64832538896898,Materials
2025-11-17,XLC,97.33706161018613,Communication Services
2025-11-17,XLE,102.24544504111721,Energy
2025-11-17,XLF,97.1019084770784,Financials
2025-11-17,XLI,99.85588131171492,Industrials
2025-11-17,XLK,105.12846776782492,Technology
2025-11-17,XLP,96.69351214274883,Consumer Staples
2025-11-17,XLRE,97.92282340430747,Real Estate
2025-11-17,XLU,106.55027313617977,Utilities
2025-11-17,XLV,110.96902604944717,Healthcare
2025-11-17,XLY,98.39112719289093,Consumer Discretionary
2025-11-18,XLB,94.725872113761,Materials
2025-11-18,XLC,97.88861284255094,Communication Services
2025-11-18,XLE,103.06032037401984,Energy
2025-11-18,XLF,96.95090958233405,Financials
2025-11-18,XLI,99.41140473651573,Industrials
2025-11-18,XLK,103.41980370110994,Technology
2025-11-18,XLP,97.10915144061806,Consumer Staples
2025-11-18,XLRE,98.28389403089477,Real Estate
2025-11-18,XLU,106.14577488055362,Utilities
2025-11-18,XLV,111.62005308424723,Healthcare
2025-11-18,XLY,96.57575938468966,Consumer Discretionary
2025-11-19,XLB,94.96955124211355,Materials
2025-11-19,XLC,97.34581681958628,Communication Services
2025-11-19,XLE,101.72482534034508,Energy
2025-11-19,XLF,97.30951465015747,Financials
2025-11-19,XLI,99.7431003203511,Industrials
2025-11-19,XLK,104.13885390982416,Technology
2025-11-19,XLP,96.36605213190836,Consumer Staples
2025-11-19,XLRE,97.5135987148861,Real Estate
2025-11-19,XLU,105.25350067953892,Utilities
2025-11-19,XLV,111.4298673165142,Healthcare
2025-11-19,XLY,96.58006480315125,Consumer Discretionary
2025-11-20,XLB,93.55176931138251,Materials
2025-11-20,XLC,96.27772171253514,Communication Services
2025-11-20,XLE,100.57040390448002,Energy
2025-11-20,XLF,96.46021600690305,Financials
2025-11-20,XLI,98.07130719857226,Industrials
2025-11-20,XLK,100.86979865345016,Technology
